,NAME,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,TOTAL_POP,HOUSING_UNITS,POP_UNDER_5,POP_5_9,POP_10_14,POP_15_19,state,county
1921,"Montezuma County, Colorado",81.3,0.2,25909,0.2,25909,12313,1524,1656,1619,1397,08,083
1922,"San Miguel County, Colorado",95.6,0.2,7968,1.3,7968,6838,320,431,510,294,08,113
1923,"Boulder County, Colorado",88.7,0.9,321030,4.7,321030,134326,15070,17950,18615,25903,08,013
1924,"Las Animas County, Colorado",85.5,0.9,14179,0.7,14179,8544,622,736,736,865,08,071
1925,"Yuma County, Colorado",92.9,2.4,10069,0.0,10069,4525,773,802,791,497,08,125
1926,"Routt County, Colorado",94.9,0.8,24874,1.0,24874,16694,1054,1358,1202,1629,08,107
1927,"Summit County, Colorado",90.5,0.9,30429,0.5,30429,30911,1310,1275,1612,1392,08,117
1928,"Clear Creek County, Colorado",94.7,1.1,9379,1.0,9379,5771,350,306,475,551,08,019
1929,"Delta County, Colorado",94.8,1.0,30346,1.0,30346,14763,1514,1551,1955,2028,08,029
1930,"Pueblo County, Colorado",79.6,2.1,164685,0.9,164685,70928,9637,10092,11310,11104,08,101
1931,"Morgan County, Colorado",88.3,3.4,28257,0.6,28257,11718,2072,2162,1963,1924,08,087
1932,"Park County, Colorado",94.7,0.3,17392,0.9,17392,14449,827,764,909,862,08,093
1933,"Mesa County, Colorado",94.1,0.7,149998,0.9,149998,65878,8723,9503,9307,10083,08,077
1934,"Prowers County, Colorado",94.8,1.1,12052,0.3,12052,5976,811,795,908,910,08,099
1935,"El Paso County, Colorado",79.5,6.3,688153,2.8,688153,268622,46962,45990,47948,47875,08,041
1936,"Washington County, Colorado",95.8,1.4,4840,0.5,4840,2406,244,277,365,298,08,121
1937,"Arapahoe County, Colorado",71.6,10.7,636671,5.9,636671,248618,40510,43560,43635,39350,08,005
1938,"Broomfield County, Colorado",86.7,1.2,66120,6.5,66120,27647,3734,4546,4613,3915,08,014
1939,"New Haven County, Connecticut",73.8,13.2,859339,4.0,859339,366266,44747,46921,52114,59427,09,009
1940,"Hartford County, Connecticut",71.5,13.6,894730,5.2,894730,378700,47822,50037,57152,59109,09,003
1941,"Windham County, Connecticut",88.9,2.3,116538,1.4,116538,49644,5812,6527,6727,8332,09,015
1942,"Middlesex County, Connecticut",88.7,5.3,163368,3.1,163368,76124,6871,7695,9314,10435,09,007
1943,"Tolland County, Connecticut",88.4,3.1,151269,4.7,151269,59418,6132,7148,8182,14944,09,013
1944,"New Castle County, Delaware",64.5,25.0,555133,5.5,555133,222146,32547,32950,34542,37406,10,003
1945,"Sussex County, Delaware",82.3,12.3,219540,1.2,219540,135529,11316,11360,12170,10506,10,005
1946,"District of Columbia, District of Columbia",41.0,46.9,684498,3.9,684498,311545,44692,33728,27563,37417,11,001
1947,"Okaloosa County, Florida",78.4,9.8,200737,3.0,200737,96376,13322,12467,11875,11067,12,091
1948,"Taylor County, Florida",74.7,22.1,22098,0.4,22098,11074,1028,1189,1394,1002,12,123
1949,"Washington County, Florida",80.5,15.5,24566,0.6,24566,10863,1256,1526,1252,1475,12,133
1950,"Duval County, Florida",60.3,29.6,924229,4.7,924229,403548,62490,58528,56246,54020,12,031
1951,"Bradford County, Florida",77.6,19.8,26979,0.6,26979,11020,1418,1668,1517,1387,12,007
1952,"Brevard County, Florida",82.7,10.1,576808,2.4,576808,276294,27189,27561,32298,31681,12,009
1953,"Clay County, Florida",80.0,10.3,207291,2.9,207291,79765,11571,14339,13839,14590,12,019
1954,"Lafayette County, Florida",79.1,16.1,8744,0.0,8744,3181,543,467,546,574,12,067
1955,"Lake County, Florida",83.0,10.5,335362,2.0,335362,153983,16662,17593,19738,18031,12,069
1956,"Nassau County, Florida",90.7,6.1,80578,1.0,80578,37991,4009,4120,5014,4500,12,089
1957,"Pinellas County, Florida",81.7,10.3,957875,3.3,957875,507692,42635,43795,44377,45352,12,103
1958,"Polk County, Florida",77.8,15.2,668671,1.7,668671,291796,39134,42049,42635,42132,12,105
1959,"St. Lucie County, Florida",73.2,20.1,305591,1.9,305591,139960,15920,16568,18301,17731,12,111
1960,"Glades County, Florida",79.5,13.9,13363,0.4,13363,7013,439,664,744,745,12,043
1961,"Hendry County, Florida",80.1,11.5,40127,0.8,40127,14728,2840,2802,3319,2960,12,051
1962,"Indian River County, Florida",86.2,9.0,150984,1.3,150984,79216,6447,7330,6796,7661,12,061
1963,"Jackson County, Florida",69.0,27.1,48472,0.3,48472,21058,2371,2192,2826,2922,12,063
1964,"Palm Beach County, Florida",74.0,18.6,1446277,2.7,1446277,682671,74181,77315,78524,81182,12,099
1965,"St. Johns County, Florida",88.6,5.4,235503,2.8,235503,103522,11949,13754,16206,15392,12,109
1966,"Seminole County, Florida",77.2,11.7,455086,4.4,455086,188529,24115,27007,27593,28215,12,117
1967,"Miami-Dade County, Florida",75.2,17.7,2715516,1.6,2715516,1016653,157507,148896,153683,157350,12,086
1968,"Bay County, Florida",81.2,11.0,182482,2.3,182482,102266,11389,11129,10582,10136,12,005
1969,"Flagler County, Florida",82.6,10.6,107139,2.5,107139,50961,4331,5068,5767,6053,12,035
1970,"Franklin County, Florida",80.7,13.8,11736,0.5,11736,8675,516,561,554,505,12,037
1971,"Hamilton County, Florida",60.6,34.5,14269,0.2,14269,5805,669,865,732,813,12,047
1972,"Liberty County, Florida",80.7,15.0,8365,0.2,8365,3586,375,397,366,536,12,077
1973,"Sumter County, Florida",88.8,7.5,120999,0.9,120999,69130,2142,2201,3026,2795,12,119
1974,"Gadsden County, Florida",41.5,55.8,46017,0.6,46017,19866,2699,2907,2914,2433,12,039
1975,"Holmes County, Florida",88.9,6.8,19430,0.8,19430,8687,898,1169,1037,1088,12,059
1976,"Lee County, Florida",84.8,8.6,718679,1.6,718679,388044,33878,34888,38402,37240,12,071
1977,"Marion County, Florida",81.9,12.6,348371,1.5,348371,167450,17419,17867,18682,17686,12,083
1978,"Collier County, Florida",88.1,7.0,363922,1.2,363922,210825,16696,17191,19112,18503,12,021
1979,"Orange County, Florida",63.9,21.0,1321194,5.2,1321194,526428,82019,81450,83255,88442,12,095
1980,"Pasco County, Florida",87.6,5.6,510593,2.5,510593,240220,26529,28372,30628,29072,12,101
1981,"Highlands County, Florida",79.7,9.2,102101,1.5,102101,55578,4835,4612,5231,4569,12,055
1982,"Suwannee County, Florida",82.8,13.2,43924,0.1,43924,19264,2157,2885,3017,2045,12,121
1983,"DeSoto County, Florida",83.7,12.1,36399,0.5,36399,15102,1872,2100,1873,2475,12,027
1984,"Calhoun County, Florida",80.3,12.5,14444,0.8,14444,6012,656,948,773,904,12,013
1985,"Columbia County, Florida",77.1,17.7,69105,0.9,69105,28893,4129,4656,3826,4274,12,023
1986,"Dixie County, Florida",86.6,8.3,16437,0.1,16437,9413,733,797,973,897,12,029
1987,"Putnam County, Florida",79.9,16.1,72766,0.6,72766,37284,4177,4237,4616,3938,12,107
1988,"Union County, Florida",73.7,21.9,15239,0.6,15239,4567,849,809,733,787,12,125
1989,"Manatee County, Florida",85.5,8.7,373853,2.1,373853,187302,18190,20506,19330,19579,12,081
1990,"Levy County, Florida",87.6,8.7,39961,0.6,39961,20424,2012,2422,2119,2248,12,075
1991,"Baker County, Florida",82.9,13.7,27785,0.7,27785,9903,1573,1508,2372,1704,12,003
1992,"Volusia County, Florida",82.4,10.8,527634,1.8,527634,259323,25018,25571,26771,29299,12,127
1993,"Leon County, Florida",61.7,31.0,288102,3.5,288102,128876,14957,14656,15211,25901,12,073
1994,"Madison County, Florida",57.7,38.7,18474,1.1,18474,8581,921,1049,933,1139,12,079
1995,"Escambia County, Florida",68.1,21.9,311522,3.2,311522,140523,18844,17547,18441,21626,12,033
1996,"Hernando County, Florida",89.4,5.1,182696,1.3,182696,86209,8223,8849,10363,9935,12,053
1997,"Calhoun County, Georgia",33.9,61.0,6428,0.5,6428,2402,206,324,401,338,13,037
1998,"Macon County, Georgia",34.9,60.6,13480,0.5,13480,6103,685,772,670,859,13,193
1999,"Bibb County, Georgia",40.9,54.1,153490,2.0,153490,70205,10633,10688,10472,10656,13,021
2000,"Marion County, Georgia",62.3,30.4,8484,1.0,8484,4189,409,629,293,630,13,197
2001,"Schley County, Georgia",66.3,29.9,5211,0.0,5211,2191,272,323,404,371,13,249
2002,"Bleckley County, Georgia",69.7,28.1,12775,0.2,12775,5318,702,758,787,1486,13,023
2003,"Dooly County, Georgia",45.1,49.1,13905,0.1,13905,6253,563,665,803,982,13,093
2004,"Franklin County, Georgia",85.9,9.5,22514,0.9,22514,10604,1367,1259,1394,1609,13,119
2005,"Effingham County, Georgia",81.9,13.6,58689,0.9,58689,22110,3936,4370,4593,4283,13,103
2006,"Lamar County, Georgia",65.8,29.1,18513,0.8,18513,7569,1014,878,1250,1923,13,171
2007,"Emanuel County, Georgia",61.9,34.2,22499,0.3,22499,9946,1528,1400,1772,1689,13,107
2008,"Quitman County, Georgia",38.8,52.4,2276,6.1,2276,2034,126,90,137,97,13,239
2009,"Jasper County, Georgia",75.3,20.9,13784,0.3,13784,6385,787,1042,895,921,13,159
2010,"Johnson County, Georgia",64.6,33.5,9730,0.2,9730,4109,536,592,465,666,13,167
2011,"Liberty County, Georgia",46.5,41.1,62108,2.1,62108,27997,6298,4666,4399,3694,13,179
2012,"Mitchell County, Georgia",49.5,46.6,22432,0.5,22432,9047,1357,1413,1584,1409,13,205
2013,"Seminole County, Georgia",61.8,33.1,8437,0.8,8437,4834,468,570,462,631,13,253
2014,"Tift County, Georgia",64.8,30.1,40510,1.5,40510,16655,2813,2709,2885,3358,13,277
2015,"Twiggs County, Georgia",55.6,42.4,8284,0.1,8284,4240,435,484,425,349,13,289
2016,"Polk County, Georgia",77.3,12.2,41621,0.4,41621,16986,2823,3157,2944,2925,13,233
2017,"Talbot County, Georgia",41.1,57.8,6378,0.5,6378,3413,257,270,377,402,13,263
2018,"Taylor County, Georgia",57.3,38.4,8193,1.5,8193,4589,404,320,654,600,13,269
2019,"Terrell County, Georgia",36.8,59.5,8859,2.3,8859,4173,553,685,471,596,13,273
2020,"Thomas County, Georgia",60.1,36.4,44730,0.2,44730,20615,2862,2863,3169,2808,13,275
2021,"Toombs County, Georgia",62.6,25.8,27048,0.9,27048,12182,1919,1933,2242,1658,13,279
2022,"Wilkinson County, Georgia",59.0,39.3,9078,0.0,9078,4477,506,566,656,575,13,319
2023,"Ben Hill County, Georgia",60.5,36.6,17154,0.1,17154,7978,1087,929,1588,1230,13,017
2024,"Burke County, Georgia",48.5,48.6,22550,0.3,22550,10004,1646,1454,1816,1691,13,033
2025,"Catoosa County, Georgia",92.5,2.3,66299,1.4,66299,27220,3634,4181,4652,4361,13,047
2026,"Chattahoochee County, Georgia",69.8,21.0,10767,3.6,10767,3346,892,692,557,1389,13,053
2027,"Chattooga County, Georgia",86.3,10.1,24817,0.5,24817,10956,1375,1692,1608,1501,13,055
2028,"Columbia County, Georgia",74.3,16.7,147295,4.1,147295,56178,9373,10862,10838,10154,13,073
2029,"Decatur County, Georgia",52.4,41.6,26833,0.3,26833,12204,1802,1666,2005,1896,13,087
2030,"Floyd County, Georgia",78.2,14.3,96824,1.6,96824,40505,5851,5876,7033,7030,13,115
2031,"Forsyth County, Georgia",81.4,3.3,219880,11.8,219880,77798,13618,17800,19490,16329,13,117
2032,"Habersham County, Georgia",86.6,3.1,44289,2.0,44289,18365,2654,2615,3009,3139,13,137
2033,"Lowndes County, Georgia",57.8,36.4,114582,1.8,114582,46967,8142,8131,6950,8960,13,185
2034,"Meriwether County, Georgia",57.1,38.7,21113,0.6,21113,9981,1250,1182,1353,1355,13,199
2035,"Monroe County, Georgia",73.4,23.3,27010,0.9,27010,11039,1415,1225,2002,1638,13,207
2036,"Sumter County, Georgia",42.6,52.6,30352,1.2,30352,13899,1881,2322,1694,2361,13,261
2037,"Taliaferro County, Georgia",34.1,65.2,1665,0.5,1665,1018,58,54,76,94,13,265
2038,"Baker County, Georgia",56.8,38.8,3189,3.0,3189,1889,139,171,157,216,13,007
2039,"Butts County, Georgia",68.6,28.9,23750,0.4,23750,9382,1363,1249,1433,1393,13,035
2040,"Candler County, Georgia",67.9,23.8,10827,2.3,10827,4765,629,869,760,805,13,043
2041,"Carroll County, Georgia",75.2,19.0,116022,0.8,116022,45253,7425,7041,8534,9457,13,045
2042,"Crawford County, Georgia",74.4,24.1,12344,0.2,12344,5353,644,523,1007,729,13,079
2043,"Crisp County, Georgia",53.0,43.7,22846,1.0,22846,10777,1464,1623,1522,1714,13,081
2044,"Coweta County, Georgia",76.7,17.6,140516,1.9,140516,53747,8666,10131,10191,9734,13,077
2045,"Cobb County, Georgia",59.3,27.4,745057,5.3,745057,297663,47657,51257,50152,50048,13,067
2046,"Dade County, Georgia",94.9,0.6,16227,1.7,16227,7288,767,720,1044,1398,13,083
2047,"Walton County, Georgia",78.1,17.0,90132,1.2,90132,33407,5562,6084,7012,6291,13,297
2048,"Brooks County, Georgia",61.6,34.3,15622,0.8,15622,7777,890,876,988,1150,13,027
2049,"Dodge County, Georgia",67.4,28.1,20919,0.4,20919,9810,1106,987,1379,1115,13,091
2050,"Elbert County, Georgia",68.1,30.7,19212,0.2,19212,9600,1120,1136,1301,1020,13,105
2051,"Fayette County, Georgia",67.8,21.8,111369,4.5,111369,42106,4911,6354,8882,8848,13,113
2052,"Jenkins County, Georgia",60.8,33.5,8827,1.2,8827,4652,622,792,370,355,13,165
2053,"Newton County, Georgia",51.0,44.0,106497,1.1,106497,38978,6895,8126,8064,8633,13,217
2054,"Pickens County, Georgia",89.8,1.3,30832,0.4,30832,13922,1452,1758,2030,1680,13,227
2055,"Colquitt County, Georgia",64.5,23.0,45606,0.8,45606,18567,3195,3218,3691,3224,13,071
2056,"Dawson County, Georgia",96.3,1.0,23861,0.6,23861,11140,1356,1237,1484,1400,13,085
2057,"Clayton County, Georgia",17.1,69.2,278666,5.2,278666,105298,21404,21852,22402,20197,13,063
2058,"Hall County, Georgia",84.9,7.4,195961,1.7,195961,71903,13011,14159,15051,13475,13,139
2059,"Hancock County, Georgia",24.5,72.4,8535,0.9,8535,5371,292,317,389,277,13,141
2060,"McDuffie County, Georgia",54.6,40.4,21498,0.5,21498,9323,1459,1578,1452,1390,13,189
2061,"Morgan County, Georgia",73.9,23.4,18235,0.0,18235,7679,1011,1173,1159,1164,13,211
2062,"Heard County, Georgia",86.9,9.3,11677,0.5,11677,5187,647,730,821,767,13,149
2063,"Dougherty County, Georgia",27.0,69.0,91049,0.9,91049,40637,6151,5876,6423,6956,13,095
2064,"Fannin County, Georgia",96.9,0.3,24925,0.7,24925,17028,993,1009,1480,1194,13,111
2065,"Houston County, Georgia",61.3,30.5,151682,2.9,151682,62266,10239,10917,11289,10124,13,153
2066,"Laurens County, Georgia",59.1,37.2,47418,1.1,47418,21497,3161,3533,3098,3111,13,175
2067,"Spalding County, Georgia",63.0,33.5,64719,1.0,64719,27269,3967,4467,4392,4143,13,255
2068,"Telfair County, Georgia",53.7,41.7,16115,0.1,16115,7263,635,855,760,869,13,271
2069,"Union County, Georgia",96.9,0.6,22775,0.8,22775,14523,936,1085,1000,1109,13,291
2070,"Washington County, Georgia",44.6,53.0,20461,0.6,20461,9247,1158,1230,1335,1259,13,303
2071,"White County, Georgia",94.3,1.4,28928,0.6,28928,16194,1257,1764,1577,2062,13,311
2072,"Paulding County, Georgia",75.4,18.9,155840,1.0,155840,55449,10029,11534,12832,11400,13,223
2073,"Pike County, Georgia",87.9,10.0,18082,0.4,18082,6931,877,1001,1502,1462,13,231
2074,"Richmond County, Georgia",37.8,56.5,201463,1.9,201463,88145,13750,13466,12185,13791,13,245
2075,"Tattnall County, Georgia",59.8,29.2,25353,0.2,25353,9984,1376,1455,1532,1274,13,267
2076,"Berrien County, Georgia",84.5,11.9,19025,0.2,19025,8767,1136,1300,1338,1126,13,019
2077,"Walker County, Georgia",92.1,4.1,68824,0.8,68824,30288,3853,4413,4132,4381,13,295
2078,"Gwinnett County, Georgia",49.7,27.2,902298,11.4,902298,305549,61066,66523,75653,67439,13,135
2079,"Barrow County, Georgia",79.6,11.5,76887,3.7,76887,27914,5413,5946,5753,5045,13,013
2080,"Charlton County, Georgia",66.9,25.9,12983,0.8,12983,4492,670,733,698,884,13,049
2081,"Clinch County, Georgia",65.8,27.6,6743,0.4,6743,2997,565,343,632,387,13,065
2082,"Bartow County, Georgia",84.0,10.7,103620,1.0,103620,40694,6752,7219,7116,7008,13,015
2083,"Douglas County, Georgia",47.4,46.2,141840,1.6,141840,52439,8958,10286,11214,10890,13,097
2084,"Grady County, Georgia",66.3,28.7,24926,0.6,24926,10848,1668,1575,1913,1450,13,131
2085,"Jeff Davis County, Georgia",76.0,16.4,14991,0.3,14991,6500,1027,1082,1314,1226,13,161
2086,"Montgomery County, Georgia",68.1,26.3,9036,0.4,9036,3956,481,466,635,732,13,209
2087,"Oglethorpe County, Georgia",78.5,17.7,14784,0.4,14784,6616,790,941,869,902,13,221
2088,"Randolph County, Georgia",35.2,62.2,7087,0.0,7087,3548,444,762,408,504,13,243
2089,"Rockdale County, Georgia",39.9,53.3,89011,2.0,89011,33538,5245,6302,6710,6697,13,247
2090,"Ware County, Georgia",64.6,29.8,35599,1.1,35599,16623,2411,2628,2087,2191,13,299
2091,"Wayne County, Georgia",75.0,19.9,29767,0.5,29767,12241,2062,2076,2014,1996,13,305
2092,"Wheeler County, Georgia",56.9,42.6,7939,0.0,7939,2619,338,351,482,465,13,309
2093,"Wilcox County, Georgia",62.8,35.3,8846,0.0,8846,3507,468,536,429,559,13,315
2094,"Baldwin County, Georgia",53.8,42.1,45286,1.5,45286,20487,2209,2647,2408,4556,13,009
2095,"Bulloch County, Georgia",65.6,28.2,74782,1.4,74782,30752,4235,3713,4635,9214,13,031
2096,"Clarke County, Georgia",62.9,27.6,124602,4.1,124602,52610,6777,5787,6019,14042,13,059
2097,"Echols County, Georgia",73.8,3.6,3994,0.0,3994,1838,186,279,216,334,13,101
2098,"Glynn County, Georgia",67.9,26.1,83974,1.3,83974,42682,4971,5295,5386,5050,13,127
2099,"Haralson County, Georgia",92.4,4.7,28956,0.8,28956,12403,1744,1716,2337,1885,13,143
2100,"Jefferson County, Georgia",43.3,54.0,15772,0.1,15772,7272,1031,1063,1013,979,13,163
2101,"Jones County, Georgia",72.8,24.8,28548,0.7,28548,11796,1482,2225,1769,2034,13,169
2102,"Murray County, Georgia",96.7,1.1,39557,0.4,39557,16061,2462,3008,2693,2611,13,213
2103,"Muscogee County, Georgia",44.0,45.8,196670,2.4,196670,84416,14425,13712,13031,12929,13,215
2104,"Rabun County, Georgia",91.9,2.4,16457,1.0,16457,12600,701,888,639,835,13,241
2105,"Stewart County, Georgia",26.3,54.1,6042,2.4,6042,2349,212,198,201,362,13,259
2106,"Treutlen County, Georgia",72.3,27.2,6777,0.0,6777,3376,503,366,431,452,13,283
2107,"Irwin County, Georgia",68.2,29.8,9268,0.4,9268,4074,419,625,654,791,13,155
2108,"Atkinson County, Georgia",72.2,18.0,8265,0.0,8265,3508,527,595,751,717,13,003
2109,"Bacon County, Georgia",80.8,15.3,11228,0.3,11228,4791,809,926,714,649,13,005
2110,"Brantley County, Georgia",93.7,3.5,18561,1.0,18561,8119,1106,1448,1098,1363,13,025
2111,"Washington County, Idaho",86.7,0.2,10025,0.5,10025,4632,470,845,619,637,16,087
2112,"Cassia County, Idaho",93.2,0.2,23615,0.6,23615,8685,1960,2132,2274,1860,16,031
2113,"Gem County, Idaho",90.1,0.0,17052,0.7,17052,7281,926,854,1451,1058,16,045
2114,"Valley County, Idaho",98.9,0.1,10401,0.2,10401,12228,491,552,528,410,16,085
2115,"Adams County, Idaho",95.8,0.3,4019,0.0,4019,2683,154,205,244,253,16,003
2116,"Nez Perce County, Idaho",89.7,0.3,40155,0.8,40155,17739,2458,2302,2458,2454,16,069
2117,"Kootenai County, Idaho",94.2,0.4,153605,0.8,153605,69325,9216,10138,10152,9644,16,055
2118,"Lewis County, Idaho",87.2,0.2,3845,1.4,3845,1917,210,246,290,223,16,061
2119,"Twin Falls County, Idaho",92.0,0.7,83666,1.8,83666,32855,6302,6482,6855,5665,16,083
2120,"Owyhee County, Idaho",82.8,0.4,11455,0.2,11455,4877,771,911,810,840,16,073
2121,"Boise County, Idaho",94.5,0.2,7163,1.2,7163,5484,216,201,554,489,16,015
2122,"Butte County, Idaho",99.2,0.2,2602,0.0,2602,1390,89,232,195,119,16,023
2123,"Caribou County, Idaho",95.6,0.0,6918,0.1,6918,3286,470,595,581,475,16,029
2124,"Ada County, Idaho",90.7,1.4,446052,2.7,446052,176693,26579,30626,32559,30597,16,001
2125,"Bannock County, Idaho",89.8,0.7,85065,1.7,85065,34036,6280,6285,6341,6508,16,005
2126,"Bingham County, Idaho",82.7,0.3,45551,0.8,45551,16614,3555,4310,3975,3643,16,011
2127,"Camas County, Idaho",99.8,0.0,886,0.0,886,777,63,66,67,55,16,025
2128,"Canyon County, Idaho",85.0,0.3,212230,0.9,212230,74650,16385,17087,18404,16479,16,027
2129,"Jefferson County, Idaho",92.1,0.1,27969,0.5,27969,9232,2459,2776,2762,2406,16,051
2130,"Latah County, Idaho",91.7,1.0,39239,2.6,39239,16790,2137,2007,2011,4196,16,057
2131,"Payette County, Idaho",90.8,0.3,23041,0.8,23041,9349,1532,1740,1882,1519,16,075
2132,"Benewah County, Idaho",86.9,0.1,9086,0.4,9086,4703,521,590,617,645,16,009
2133,"Clark County, Idaho",84.7,0.6,1077,0.0,1077,555,100,94,86,130,16,033
2134,"Elmore County, Idaho",86.7,2.6,26433,2.6,26433,12441,2081,2113,1571,1560,16,039
2135,"Fremont County, Idaho",94.5,0.3,12965,0.1,12965,8896,832,912,1060,1109,16,043
2136,"Shoshone County, Idaho",93.7,0.4,12526,0.2,12526,7119,768,679,626,662,16,079
2137,"Idaho County, Idaho",93.4,0.2,16337,0.5,16337,8761,769,808,1048,942,16,049
2138,"Hawaii County, Hawaii",33.5,0.7,197658,22.5,197658,87101,12026,12554,11759,11011,15,001
2139,"Maui County, Hawaii",35.5,0.6,165281,29.2,165281,72570,10068,10595,9841,9206,15,009
2140,"Kauai County, Hawaii",32.5,0.7,71377,34.0,71377,30793,4416,4686,4153,3767,15,007
2141,"Kalawao County, Hawaii",21.3,2.7,75,28.0,75,92,4,0,0,2,15,005
2142,"Jersey County, Illinois",96.7,0.5,22069,0.2,22069,10125,1032,1069,1623,1640,17,083
2143,"Putnam County, Illinois",97.0,0.6,5746,0.4,5746,3147,242,326,341,329,17,155
2144,"De Witt County, Illinois",96.2,0.5,16042,0.0,16042,7569,874,939,1029,978,17,039
2145,"Fayette County, Illinois",93.7,4.8,21724,0.5,21724,9315,1176,1124,1398,1249,17,051
2146,"Lee County, Illinois",90.4,5.1,34527,0.6,34527,15092,1742,2181,1703,1900,17,103
2147,"Logan County, Illinois",88.4,6.3,29207,0.7,29207,12062,1565,1372,1652,1993,17,107
2148,"Macoupin County, Illinois",96.9,0.9,45719,0.5,45719,21710,2272,2658,3071,2849,17,117
2149,"Richland County, Illinois",96.4,0.9,15881,1.0,15881,7516,1057,921,1047,911,17,159
2150,"Saline County, Illinois",92.8,2.8,24231,0.8,24231,11692,1472,1224,1597,1473,17,165
